,domain,phylum,class,order,family,genus,species,confidence
ea646f13713c1f3393a8b66afa03ff4a,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,,0.9999961009006584
ba0941f03086680ee946a10dfe90cf12,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,,0.9999999983476328
cdf8a49dcdb0256a8ead65f65c752e40,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,,0.9999999983112672
65fbdc4707be0814fa4faf52571cc2b5,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,,0.9999999957494056
1e9fc37a1112b198ed3d0543db7863c8,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,,0.99999999772821
955280212814a2050dd2f640e10fc25d,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,,0.999999995064968
24523c45ca39b6c81a01ce286c0c092b,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,,0.9999999993550546
5ada68b9a081358e1a7d5f1d351e656a,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,,0.9999999908668116
1685b25b43eb070cd7655de8c2d8c0a4,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,,0.8509717829463767
dd222108ed685d6a936d2011ea220998,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,,,0.9999999993399308
654f282fc504b4dc9af5b8e66a4d1a87,Bacteria,GN02,BD1-5,,,,,0.9999999442938774
5cf1581a0381cd73e278302acd8751b1,Bacteria,GN02,BD1-5,,,,,0.9999999876934994
3d6f762d8cda1915ad93d014e391c118,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,,0.8051193484003294
a95851baf426c85eae4419617db902a7,,,,,,,,0.7006349697049354
35bfc371d940cffdc527b7b4dc954456,Bacteria,,,,,,,0.923882640951534
08bd73939f7bfd85daf2eaee7e9c9bf8,Bacteria,,,,,,,0.8567010795683804
